id,smiles,exactmass,rotatablebondcount,logp,formalcharge,acceptorcount,donorcount,polarsurfacearea,error
CID_44432856,CCOC(CC1=CC=C(C=C1)OCC=C(C#CC2=CC=CC=C2)C3=CC=CC=C3)C(=O)O,426.183109,9,5.2329,0,3,1,55.76,
CHEMBL234909,CCO[C@@H](Cc1ccc(OC/C=C(\C#Cc2ccccc2)c2ccccc2)cc1)C(=O)O,426.183109,9,5.2329,0,3,1,55.76,
CHEMBL1075724,CC1=C(C=CC(=C1)OCC2=NC(=C(S2)C3=CC=C(C=C3)OC(F)(F)F)C4=CC=C(C=C4)C(=O)N5CCCCC5)OCC(=O)O,626.169842,10,7.35262,0,7,1,98.19,
CHEMBL220060,COc1cc(C)ccc1OCCCOc1ccc2c(c1)CC[C@H]2CC(=O)O,370.178024,9,4.35602,0,4,1,64.99,
CID_16110426,CC1=CC(=C(C=C1)OCCCOC2=CC3=C(C=C2)C(CC3)CC(=O)O)OC,370.178024,9,4.35602,0,4,1,64.99,
CHEMBL4865961,COc1ccc2c(c1)O/C(=C\c1cc(C)c(OCC(=O)O)c(C)c1)C2=O,354.110338,5,3.39164,0,5,1,82.06,
CID_150227841,CC1=CC(=CC(=C1OCC(=O)O)C)C=C2C(=O)C3=C(O2)C=C(C=C3)OC,354.110338,5,3.39164,0,5,1,82.06,
CHEMBL4483378,CCCCCCC(C(=O)O)SC1=NC2=C(S1)C=C(C=C2)NCC3=CC(=CC=C3)Cl,448.104598,11,7.0775,0,5,2,62.22,
CHEMBL225828,CC1=C2C(=CC=C1)C(=C(C=N2)CC3=CC=CC=C3)C4=CC(=CC=C4)NCC5=CC=C(C=C5)CC(=O)O,472.215078,8,7.04022,0,3,2,62.22,
CID_145949801,CCOC(CC1=CC=C(C=C1)OCCN2C3=C(C=C(C=C3)C=CC4=CC(=CC(=C4)OC)OC)SC2=O)C(=O)NC,562.213758,13,5.0232,0,8,1,88.02,
CHEMBL4170881,CCOC(Cc1ccc(OCCn2c(=O)sc3cc(/C=C/c4cc(OC)cc(OC)c4)ccc32)cc1)C(=O)NC,562.213758,13,5.0232,0,8,1,88.02,
CHEMBL492031,CCOC(CC1=CC=C(C=C1)OCCN2CCC(=CC2)C3=CC=CC=N3)C(=O)O,396.204907,10,3.2819,0,5,1,71.89,
CHEMBL108905,CCCc1cc2c(C(F)(F)F)noc2c(CCC)c1O[C@H](C(=O)O)c1ccccc1,421.150093,8,5.9563,0,4,1,72.56,
CHEMBL323773,CCCC1=CC2=C(C(=C1OC(C3=CC=CC=C3)C(=O)O)CCC)ON=C2C(F)(F)F,421.150093,8,5.9563,0,4,1,72.56,
CHEMBL118617,O=C(Nc1ccc(-c2ccsc2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl.[Li+],396.991849,4,1.3417,0,4,1,69.23,
CHEMBL1082114,CC1=C(C=CC(=C1)OCC2=NC(=C(O2)C3=CC=C(C=C3)OC(F)(F)F)C4=CC=C(C=C4)OC)OCC(=O)O,529.134837,10,6.26662,0,7,1,100.25,
CHEMBL2204684,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCO,224.104859,5,1.4634,0,3,2,66.76,
CHEMBL522224,CC1=CC(=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3C=CC4=CC=CC(=C43)C)C(=O)O,448.109293,5,4.44564,0,5,2,105.47,
CHEMBL524829,COC1=CC2=C(CN(CC2)S(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=C(C=C(C=C4)Cl)C(=O)O)C=C1,500.080885,6,4.0461,0,5,2,113.01,
